System,Plot Location,Monitoring Period,Month,Year,lat,lon,Depth (m),Average Flow Speed (mps),Maximum Flow Speed (mps),Survival Percentage (%),Number of Days,Living Mussel Count,Ash Free Dry Weight (g),Cooked Flesh Weight (g),Individual Weight (g),Mussel Size Measure,Shell Length (mm),Growth (g per day),Growth (mm per day),Sea Surface Temperature (C),Chlorophyll (mg per m3),Turbidity (FTU),Precipitation
OS,OSWD 200,2.0,Juni,2019.0,51.5352,3.9374,-1.81,0.2,0.56,71.25,28.0,71.0,0.238958,12.91,4.92,140.76388,38.08,0.0459,0.103,16.293815510869564,2.565389143329342,3.1149305559375,1320.0
OS,OSWD 200,3.0,Juli,2019.0,51.5352,3.9374,-1.81,0.2,0.56,23.75,28.0,80.5,0.467284,22.06,7.4,94.564294,42.25,0.0886,0.1489,19.372651652173914,3.4384842030641822,2.3674939635714285,1062.0
OS,OSWD 200,4.0,Augustus,2019.0,51.5352,3.9374,-1.81,0.2,0.56,7.5,37.0,69.5,0.545467,27.614177,9.45,74.511718,46.67,0.0554,0.1195,20.1779117826087,2.7993689135937494,2.5202727744594595,1026.0
OS,OSWD 200,5.0,September,2019.0,51.5352,3.9374,-1.81,0.2,0.56,17.5,31.0,63.0,0.680379,27.794813,11.181429,63.243363,48.152143,0.0559,0.0478,18.41078440217392,2.694238349160839,2.778418734926374,1606.0
OS,OSWD 200,6.0,Oktober,2019.0,51.5352,3.9374,-1.81,0.2,0.56,12.5,27.0,66.5,0.75502,24.572243,12.624,56.189328,48.2055,0.0534,0.002,15.219957065217391,3.0886464917307688,2.1657660711931817,2062.0
OS,OSWD 200,0.0,April,2020.0,51.5352,3.9374,-1.81,0.2,0.56,100.0,0.0,80.0,0.211516,22.273914,4.579348,151.0,37.118986,0.0,0.0,10.40297888043478,3.1788078113852816,3.880445916450216,310.0
OS,OSWD 200,1.0,Mei,2020.0,51.5352,3.9374,-1.81,0.2,0.56,100.0,27.0,57.5,0.366244,32.966968,4.796143,144.305528,39.89,0.008,0.1026,12.787520614130436,4.415637893715878,2.991312111966528,148.0
OS,OSWD 200,2.0,Juni,2020.0,51.5352,3.9374,-1.81,0.2,0.56,75.71428571,37.0,71.0,0.720668,35.849726,8.507736,82.543655,47.136792,0.1003,0.1959,16.261240043478264,2.681802467720422,3.2125967850135546,2828.0
OS,OSWD 200,3.0,Juli,2020.0,51.5352,3.9374,-1.81,0.2,0.56,97.14285714,27.0,80.5,0.461526,34.541879,10.395735,67.897429,49.45,0.0699,0.0857,18.960501326086952,3.0713539189963948,3.150829309158466,1466.0
OS,OSWD 200,4.0,Augustus,2020.0,51.5352,3.9374,-1.81,0.2,0.56,78.57142857,49.0,69.5,0.5741809999999999,34.131964,11.504545,61.511602,50.68,0.0226,0.0251,20.167519717391308,2.118781032316602,3.80508859219098,1240.0
OS,OSWD 200,5.0,September,2020.0,51.5352,3.9374,-1.81,0.2,0.56,92.86,45.0,63.0,0.5822895,32.874252,14.220154,50.033386,54.7,0.0603,0.0893,18.44480391304348,2.836152,2.480085003723169,2224.0
OS,OSWD 200,6.0,Oktober,2020.0,51.5352,3.9374,-1.81,0.2,0.56,81.42857143,24.0,66.5,0.711178,29.213072,14.397544,49.432495,56.11,0.0074,0.0587,12.815652956521737,2.5349054316438355,3.912965991447369,2282.0
OS,OSWD 200,0.0,April,2021.0,51.5352,3.9374,-1.81,0.2,0.56,100.0,0.0,80.0,0.19,24.48941,4.2353,162.899255,36.5047,0.0,0.0,8.26052081521739,2.6011458485548262,3.887665704441033,888.0
OS,OSWD 200,1.0,Mei,2021.0,51.5352,3.9374,-1.81,0.2,0.56,97.14285714,39.0,57.5,0.2592243333333333,30.733179,5.459706,127.184817,39.724265,0.0314,0.0826,10.231805141304347,2.577462834666667,2.21316536,1450.0
OS,OSWD 200,2.0,Juni,2021.0,51.5352,3.9374,-1.81,0.2,0.56,91.42857143,18.0,71.0,0.4151074999999999,36.409619,7.290312,95.950673,43.683281,0.1017,0.2199,16.277248505434784,3.8795211370334735,2.8875560518287937,1994.0
OS,OSWD 200,3.0,Juli,2021.0,51.5352,3.9374,-1.81,0.2,0.56,94.28571429,42.0,80.5,0.461526,39.750539,9.56,73.67602,47.845303,0.054,0.0991,18.742904260869565,1.88340460588,1.8636009512800416,1092.0
OS,OSWD 200,4.0,Augustus,2021.0,51.5352,3.9374,-1.81,0.2,0.56,74.28571429,43.0,69.5,0.5741809999999999,34.727654,10.817692,65.314982,49.196346,0.0292,0.0314,19.376390804347828,3.074082266839695,2.9796862621538462,1714.0
OS,OSWD 200,5.0,September,2021.0,51.5352,3.9374,-1.81,0.2,0.56,65.71428571,20.0,63.0,0.5822895,33.751111,12.228261,57.960855,51.303913,0.0705,0.1054,18.886824130434785,1.921747600902256,1.6875976484935895,342.0
OS,OSWD 200,6.0,Oktober,2021.0,51.5352,3.9374,-1.81,0.2,0.56,71.42857143,25.0,66.5,0.711178,31.814161,13.1124,54.148615,52.7064,0.0354,0.0561,15.660759543478262,3.83503429,3.462992139130435,1706.0
OS,OSWD 200,0.0,April,2022.0,51.5352,3.9374,-1.81,0.2,0.56,100.0,0.0,80.0,0.79,20.06,4.19,164.615464,35.02,0.0,0.0,8.798064130434783,2.0818380452606635,2.468238686619718,752.0
OS,OSWD 200,1.0,Mei,2022.0,51.5352,3.9374,-1.81,0.2,0.56,95.0,36.0,57.5,0.2592243333333333,23.1,5.77,120.603616,39.4,0.0439,0.1217,11.87217508152174,2.608764371951735,2.5196420249513887,780.0
OS,OSWD 200,2.0,Juni,2022.0,51.5352,3.9374,-1.81,0.2,0.56,70.0,28.0,71.0,0.4151074999999999,28.093635,7.852143,89.253432,43.404762,0.0744,0.143,16.682196163043475,2.076825246416667,3.1539965754761905,1406.0
OS,OSWD 200,3.0,Juli,2022.0,51.5352,3.9374,-1.81,0.2,0.56,55.0,28.0,80.5,0.461526,31.176367,8.616667,81.52649,44.540303,0.0273,0.0406,19.55384845652173,2.54011475288843,2.006872190311892,558.0
OS,OSWD 200,4.0,Augustus,2022.0,51.5352,3.9374,-1.81,0.2,0.56,53.33333333,34.0,69.5,0.5741809999999999,33.987406,11.11625,63.604736,48.838438,0.0735,0.1264,21.428988478260862,3.670266986719066,3.284975665756945,470.0
OS,OSWD 200,5.0,September,2022.0,51.5352,3.9374,-1.81,0.2,0.56,58.33333333,29.0,63.0,0.5822895,33.221743,11.863143,59.698763,49.29,0.0258,0.0156,21.43823793478261,2.985752962550144,2.039642495296251,4928.0
OS,OSWD 200,6.0,Oktober,2022.0,51.5352,3.9374,-1.81,0.2,0.56,66.66666667,28.0,66.5,0.711178,32.272268,11.867,59.679852,49.8235,0.0001,0.0191,17.085120032608692,3.019164452451465,2.290568801857506,1122.0
OS,OSWD 81,0.0,April,2017.0,51.56427,3.9762,-5.89,0.34,0.93,100.0,0.0,80.0,0.100018,22.9,2.38,285.836276,30.31,0.0,0.0,11.204874626582276,5.390344829723078,3.211575348809524,398.0
OS,OSWD 81,1.0,Mei,2017.0,51.56427,3.9762,-5.89,0.34,0.93,68.75,33.0,55.0,0.163185,25.876011,3.372727,203.380784,34.03058,0.0301,0.1127,12.91402508227848,2.8657335175000003,3.0821120321851856,492.0
OS,OSWD 81,2.0,Juni,2017.0,51.56427,3.9762,-5.89,0.34,0.93,71.25,26.0,57.0,0.293983,27.996994,4.668421,148.151931,37.881493,0.0498,0.1481,18.4817345443038,1.9637426,2.46237965,436.0
OS,OSWD 81,3.0,Juli,2017.0,51.56427,3.9762,-5.89,0.34,0.93,78.75,29.0,63.0,0.377602,30.827797,5.566508,124.805978,40.896986,0.031,0.104,20.000836797468352,2.66197305,3.71118330997741,2766.0
OS,OSWD 81,4.0,Augustus,2017.0,51.56427,3.9762,-5.89,0.34,0.93,87.5,33.0,27.0,0.415924,31.746781,5.885171128571429,126.417664,41.81395668571428,0.0097,0.0278,19.510960493670886,2.9034706,2.087187262909091,2266.0
OS,OSWD 81,5.0,September,2017.0,51.56427,3.9762,-5.89,0.34,0.93,52.5,31.0,42.0,0.582095,30.959565,7.890476,88.830905,45.95,0.0647,0.1334,17.855304582278485,1.128955532414386,2.605035228636363,3044.0
OS,OSWD 81,6.0,Oktober,2017.0,51.56427,3.9762,-5.89,0.34,0.93,60.0,36.0,48.0,0.678577,28.425327,9.594583,73.417191,48.89,0.0473,0.0817,14.653905996835444,1.6425079336707011,3.3999197,1278.0
OS,OSWD 81,0.0,April,2018.0,51.56427,3.9762,-5.89,0.34,0.93,100.0,0.0,80.0,0.219611,27.426378,4.11,167.868752,36.640303,0.0,0.0,8.399998968354433,6.238737136798077,4.702458782453987,1454.0
OS,OSWD 81,1.0,Mei,2018.0,51.56427,3.9762,-5.89,0.34,0.93,92.5,29.0,74.0,0.235601,24.853393,4.839189,143.02717,39.435,0.0251,0.0964,11.531671879746831,6.238737136798077,4.702458782453987,1566.0
OS,OSWD 81,2.0,Juni,2018.0,51.56427,3.9762,-5.89,0.34,0.93,82.5,31.0,66.0,0.425561,28.52365,6.342424,109.901195,43.12,0.0485,0.1189,15.395291189873417,1.737158930737093,2.8347922820559672,106.0
OS,OSWD 81,3.0,Juli,2018.0,51.56427,3.9762,-5.89,0.34,0.93,76.25,33.0,61.0,0.559931,27.07,8.56,82.066992,47.08,0.0672,0.12,19.32426559493671,3.5306648072352944,4.27650304058032,288.0
OS,OSWD 81,4.0,Augustus,2018.0,51.56427,3.9762,-5.89,0.34,0.93,81.25,34.0,65.0,0.728592,32.337749,9.173846,76.696893,47.92,0.0181,0.0247,22.12399487341772,3.620625890948276,2.984508667234043,1784.0
OS,OSWD 81,5.0,September,2018.0,51.56427,3.9762,-5.89,0.34,0.93,65.446785715,45.0,42.0,0.582095,29.312007,10.972899,64.414437,51.368116,0.04,0.0766,18.50536583544304,2.601451577519685,1.4217578096807069,1048.0
OS,OSWD 81,6.0,Oktober,2018.0,51.56427,3.9762,-5.89,0.34,0.93,72.5,15.0,58.0,0.852966,32.532772,11.048276,63.986092,52.23013454285714,0.005,0.0575,15.501861601265825,2.245851312173913,1.5948716390666666,1546.0
OS,OSWD 81,0.0,April,2019.0,51.56427,3.9762,-5.89,0.34,0.93,100.0,0.0,80.0,0.3022289999999999,12.8,2.74,249.028309,31.791375,0.0,0.0,9.588001202531643,0.4545444789,5.15796339375,366.0
OS,OSWD 81,1.0,Mei,2019.0,51.56427,3.9762,-5.89,0.34,0.93,72.5,40.0,64.5,0.2558586666666667,33.272395,3.772414,182.350612,35.38,0.0258,0.0897,11.95402590506329,4.413346658441559,4.174949470212765,578.0
OS,OSWD 81,0.0,April,2020.0,51.56427,3.9762,-5.89,0.34,0.93,100.0,0.0,80.0,0.211516,22.273914,4.579348,151.0,37.118986,0.0,0.0,10.392621056962025,2.660942359695291,3.711334925761773,310.0
OS,OSWD 81,1.0,Mei,2020.0,51.56427,3.9762,-5.89,0.34,0.93,100.0,27.0,64.5,0.36879,31.284034,5.063286,136.88018,40.05,0.0179,0.1086,12.7930055221519,4.583396610201211,3.437265160406504,148.0
OS,OSWD 81,2.0,Juni,2020.0,51.56427,3.9762,-5.89,0.34,0.93,94.28571429,37.0,61.5,0.632815,35.667816,7.825152,89.553462,45.981212,0.0746,0.1603,16.282431354430383,2.683548330150538,3.396408112080933,2828.0
OS,OSWD 81,3.0,Juli,2020.0,51.56427,3.9762,-5.89,0.34,0.93,90.0,27.0,62.0,0.4687665,33.021377,9.667619,72.876584,48.69,0.0682,0.1003,18.97312727848101,3.3662931875,3.1585161898136764,1466.0
OS,OSWD 81,4.0,Augustus,2020.0,51.56427,3.9762,-5.89,0.34,0.93,55.71428571,49.0,46.0,0.572258,34.231306,11.754872,60.234603,50.77,0.0426,0.0424,20.174643594936708,2.377604040668301,3.260290453283582,1240.0
OS,OSWD 81,5.0,September,2020.0,51.56427,3.9762,-5.89,0.34,0.93,81.43,45.0,42.0,0.582095,37.646632,13.071228,54.314835,52.58,0.0293,0.0402,18.44198496202532,3.072520672846154,2.539823846671099,2224.0
OS,OSWD 81,6.0,Oktober,2020.0,51.56427,3.9762,-5.89,0.34,0.93,88.57142857,24.0,53.0,0.7657715,31.010393,15.099516,47.19142,56.96,0.0845,0.1825,12.81803814556962,2.3862402200000004,3.291682095762712,2282.0
OS,OSWD 81,0.0,April,2021.0,51.56427,3.9762,-5.89,0.34,0.93,100.0,0.0,80.0,0.19,24.48941,4.2353,162.899255,36.5047,0.0,0.0,8.289581727848102,2.5856864187857136,3.623560223865653,888.0
OS,OSWD 81,1.0,Mei,2021.0,51.56427,3.9762,-5.89,0.34,0.93,91.42857143,39.0,64.5,0.2558586666666667,30.603012,5.871562,118.48219,41.100156,0.042,0.1178,10.22521632278481,2.903280588648649,2.064641694357143,1450.0
OS,OSWD 81,2.0,Juni,2021.0,51.56427,3.9762,-5.89,0.34,0.93,95.71428571,18.0,61.5,0.4507863333333333,34.512355,7.616567,91.942822,44.111642,0.0969,0.1673,16.31326576265823,3.9258687045562337,2.9125042327952166,1994.0
OS,OSWD 81,3.0,Juli,2021.0,51.56427,3.9762,-5.89,0.34,0.93,84.28571429,42.0,62.0,0.4687665,36.052977,10.065085,70.070392,48.511525,0.0583,0.1048,18.76543038607595,1.9111064043411763,1.8404362945664607,1092.0
OS,OSWD 81,4.0,Augustus,2021.0,51.56427,3.9762,-5.89,0.34,0.93,80.0,43.0,46.0,0.572258,36.969506,11.92875,59.378742,51.176429,0.0433,0.062,19.37244284810126,2.9819972492788778,3.519029148314607,1714.0
OS,OSWD 81,5.0,September,2021.0,51.56427,3.9762,-5.89,0.34,0.93,72.85714286,20.0,42.0,0.582095,34.548039,12.967451,54.738427,52.361961,0.0519,0.0593,18.922619620253165,2.022912010976744,1.3561606354112554,342.0
OS,OSWD 81,6.0,Oktober,2021.0,51.56427,3.9762,-5.89,0.34,0.93,71.42857143,25.0,53.0,0.7657715,31.531571,13.842,51.365086,53.7508,0.035,0.0556,15.678645348101265,3.8753415333583487,4.051856479926605,1706.0
OS,OSWD 81,0.0,April,2022.0,51.56427,3.9762,-5.89,0.34,0.93,100.0,0.0,80.0,0.79,20.06,4.19,164.615464,35.02,0.0,0.0,8.802150759493673,2.5692633636936937,2.6073788006332457,752.0
OS,OSWD 81,1.0,Mei,2022.0,51.56427,3.9762,-5.89,0.34,0.93,88.0,36.0,64.5,0.2558586666666667,21.75,5.79,120.11617,38.3,0.0444,0.0911,11.88277974050633,2.969135501591195,2.748335652276489,780.0
OS,OSWD 81,2.0,Juni,2022.0,51.56427,3.9762,-5.89,0.34,0.93,56.66666667,28.0,61.5,0.4507863333333333,29.636728,6.906176,101.148485,41.980294,0.0399,0.1314,16.69071566455696,2.308239036011301,3.241854287083333,1406.0
OS,OSWD 81,3.0,Juli,2022.0,51.56427,3.9762,-5.89,0.34,0.93,45.0,28.0,62.0,0.4687665,30.939838,8.366296,83.903392,44.494815,0.0521,0.0898,19.56277837974684,1.9005133818563829,1.848509876170168,558.0
OS,OSWD 81,4.0,Augustus,2022.0,51.56427,3.9762,-5.89,0.34,0.93,51.66666667,34.0,46.0,0.572258,41.06895,9.53,73.902049,46.435161,0.0342,0.0571,21.43756898101266,3.553764108186161,3.19743390270794,470.0
OS,OSWD 81,5.0,September,2022.0,51.56427,3.9762,-5.89,0.34,0.93,55.0,29.0,42.0,0.582095,34.378169,9.561212,73.666917,47.24621777142857,0.0011,0.028,21.42280989873418,2.6508001710363294,1.9672028522101368,4928.0
OS,OSWD 81,6.0,Oktober,2022.0,51.56427,3.9762,-5.89,0.34,0.93,45.0,28.0,53.0,0.7657715,30.13018,11.181111,63.245113,49.533704,0.0579,0.0817,17.10049984177215,3.59741271713094,2.5326380359802334,1122.0
OS,OSWD11,0.0,April,2017.0,51.62722,3.9323,-4.05,0.16,0.49,100.0,0.0,80.0,0.100018,22.9,2.38,285.836276,30.31,0.0,0.0,11.081290310000002,3.1378348897425745,2.3310040837179486,398.0
OS,OSWD11,1.0,Mei,2017.0,51.62722,3.9323,-4.05,0.16,0.49,91.25,33.0,73.0,0.235888,30.535233,3.557534,193.076988,35.536712,0.0357,0.1584,12.703320095000002,2.5546082237603307,2.522915168102894,492.0
OS,OSWD11,2.0,Juni,2017.0,51.62722,3.9323,-4.05,0.16,0.49,96.25,26.0,77.0,0.365799,30.051559,5.28961,131.169147,39.046623,0.0666,0.135,18.39062035,1.7645205842857143,2.894935296398468,436.0
OS,OSWD11,3.0,Juli,2017.0,51.62722,3.9323,-4.05,0.16,0.49,81.25,29.0,65.0,0.466908,30.561612,6.138923,113.450331,40.927385,0.0293,0.0649,19.960570440000005,2.200954698632408,3.802084677581081,2766.0
OS,OSWD11,4.0,Augustus,2017.0,51.62722,3.9323,-4.05,0.16,0.49,75.0,33.0,73.0,0.696906,36.000919,7.752466,90.371675,44.467945,0.0489,0.1073,19.53349952,2.1767879166666666,2.9511175091393445,2266.0
OS,OSWD11,5.0,September,2017.0,51.62722,3.9323,-4.05,0.16,0.49,81.25,31.0,65.0,0.64171,28.760163,9.083077,77.44389,46.57,0.0429,0.0678,17.79740969,1.0228221850769232,1.778823275714286,3044.0
OS,OSWD11,6.0,Oktober,2017.0,51.62722,3.9323,-4.05,0.16,0.49,81.25,36.0,65.0,0.571914,26.452206,9.46272857142857,77.853777,46.96,0.0105,0.0108,14.666240297500003,1.3715082761196769,3.68420895,1278.0
OS,OSWD11,0.0,April,2018.0,51.62722,3.9323,-4.05,0.16,0.49,100.0,0.0,80.0,0.219611,27.426378,4.11,167.868752,36.640303,0.0,0.0,8.323790344999999,4.572577329933555,3.1390678449337748,1454.0
OS,OSWD11,1.0,Mei,2018.0,51.62722,3.9323,-4.05,0.16,0.49,82.5,29.0,66.0,0.239558,25.798293,4.792424,144.207327,39.480909,0.0235,0.098,11.284189534999998,4.572577329933555,3.1390678449337748,1566.0
OS,OSWD11,2.0,Juni,2018.0,51.62722,3.9323,-4.05,0.16,0.49,78.75,31.0,63.0,0.416937,27.813775,6.614286,105.496423,43.87,0.0588,0.1416,15.34827032,1.3015880181420454,2.341583687593678,106.0
OS,OSWD11,3.0,Juli,2018.0,51.62722,3.9323,-4.05,0.16,0.49,78.75,33.0,63.0,0.469684,25.87,8.01,87.524349,45.71,0.0423,0.0558,19.17844976,2.763752105116,3.302009679134615,288.0
OS,OSWD11,4.0,Augustus,2018.0,51.62722,3.9323,-4.05,0.16,0.49,83.75,34.0,67.0,0.541863,24.937576,8.846567,79.460944,46.77,0.0246,0.0312,21.913825905000003,2.0691593,3.363039554387352,1784.0
OS,OSWD11,5.0,September,2018.0,51.62722,3.9323,-4.05,0.16,0.49,60.058666666,45.0,65.0,0.68413,28.736335,10.26339,68.750582,49.567797,0.0315,0.0622,18.45040964,2.4579835788812128,1.65393611583001,1048.0
OS,OSWD11,6.0,Oktober,2018.0,51.62722,3.9323,-4.05,0.16,0.49,72.5,15.0,58.0,0.749548,29.408652,11.07931,63.811406,51.44,0.0544,0.1248,15.554740375,1.9166926019047617,1.621932742727273,1546.0
OS,OSWD11,0.0,April,2019.0,51.62722,3.9323,-4.05,0.16,0.49,100.0,0.0,80.0,0.3022289999999999,12.8,2.74,249.028309,31.791375,0.0,0.0,9.44302991,0.20884890475,5.50630204,366.0
OS,OSWD11,1.0,Mei,2019.0,51.62722,3.9323,-4.05,0.16,0.49,68.75,40.0,69.5,0.285705,29.781837,3.583636,191.706267,34.881273,0.0211,0.0772,11.892285405,4.014318307860262,3.532906917746478,578.0
OS,OSWD11,2.0,Juni,2019.0,51.62722,3.9323,-4.05,0.16,0.49,82.5,28.0,70.0,0.366114,13.4,5.17,134.125865,38.56,0.0567,0.1314,16.109700125,1.23178517765625,2.510652615942029,1320.0
OS,OSWD11,3.0,Juli,2019.0,51.62722,3.9323,-4.05,0.16,0.49,11.25,28.0,64.0,0.369733,20.57,6.91,101.093938,41.57,0.0621,0.1075,19.257420275,2.321611135393617,2.1892316506556337,1062.0
OS,OSWD11,4.0,Augustus,2019.0,51.62722,3.9323,-4.05,0.16,0.49,15.0,37.0,70.0,0.58185,28.258921,9.3,75.682756,46.77,0.0646,0.1405,20.150530420000003,1.5790947771245722,2.8775021166666668,1026.0
OS,OSWD11,5.0,September,2019.0,51.62722,3.9323,-4.05,0.16,0.49,15.0,31.0,65.0,0.72655,29.67925,10.574167,66.78057,48.784167,0.0411,0.065,18.398535235,2.065683775231884,2.775555967966977,1606.0
OS,OSWD11,6.0,Oktober,2019.0,51.62722,3.9323,-4.05,0.16,0.49,25.0,27.0,61.5,0.67279,27.060791,10.992221328571429,69.392403,51.282,0.0155,0.0925,15.22673012,1.9723480123689208,2.004571576652174,2062.0
OS,OSWD11,0.0,April,2020.0,51.62722,3.9323,-4.05,0.16,0.49,100.0,0.0,80.0,0.211516,22.273914,4.579348,151.0,37.118986,0.0,0.0,10.25321995,1.6065114932768365,3.884717323193277,310.0
OS,OSWD11,1.0,Mei,2020.0,51.62722,3.9323,-4.05,0.16,0.49,97.14285714,27.0,69.5,0.381669,32.95778,4.907794,141.105062,39.89,0.0122,0.1026,12.5883904375,2.840349266097561,2.6512437872972976,148.0
OS,OSWD11,2.0,Juni,2020.0,51.62722,3.9323,-4.05,0.16,0.49,97.14285714,37.0,70.0,0.468271,31.103168,7.117206,98.224438,45.033971,0.0597,0.139,16.031049505000002,1.80692521031884,3.811754930497041,2828.0
OS,OSWD11,3.0,Juli,2020.0,51.62722,3.9323,-4.05,0.16,0.49,97.14285714,27.0,64.0,0.4354416666666666,32.630439,8.689559,80.859906,47.31,0.0582,0.0843,18.71112035,2.061729197726355,2.5362385333490733,1466.0
OS,OSWD11,4.0,Augustus,2020.0,51.62722,3.9323,-4.05,0.16,0.49,64.28571429,49.0,70.0,0.606873,32.765743,11.027778,64.102004,50.84,0.0477,0.072,20.16694007,1.5018661218279925,3.1259044763046857,1240.0
OS,OSWD11,5.0,September,2020.0,51.62722,3.9323,-4.05,0.16,0.49,75.71,45.0,65.0,0.68413,31.580366,13.3,53.404101,53.42,0.0505,0.0573,18.36683937,2.104268985714286,2.3392571,2224.0
OS,OSWD11,6.0,Oktober,2020.0,51.62722,3.9323,-4.05,0.16,0.49,78.57142857,24.0,61.5,0.6647506666666666,30.631083,13.721751614285717,59.245084,53.5,0.0176,0.0033,12.831300125,1.25533967115,4.990285311066667,2282.0
OS,OSWD11,0.0,April,2021.0,51.62722,3.9323,-4.05,0.16,0.49,100.0,0.0,80.0,0.19,24.48941,4.2353,162.899255,36.5047,0.0,0.0,8.188430559999999,1.4723579016813566,2.174793219398107,888.0
OS,OSWD11,1.0,Mei,2021.0,51.62722,3.9323,-4.05,0.16,0.49,94.28571429,39.0,69.5,0.285705,28.827337,6.039091,115.27776,40.718636,0.0463,0.108,10.05638072,2.6551183325974024,1.967918954288052,1450.0
OS,OSWD11,2.0,Juni,2021.0,51.62722,3.9323,-4.05,0.16,0.49,95.71428571,18.0,70.0,0.40428025,33.076035,7.367015,94.976918,43.546119,0.0738,0.1571,16.1564044875,1.811011274570533,1.942002393333333,1994.0
OS,OSWD11,3.0,Juli,2021.0,51.62722,3.9323,-4.05,0.16,0.49,94.28571429,42.0,64.0,0.4354416666666666,37.904933,9.588182,73.464962,48.500909,0.0529,0.118,18.46988924,1.3676075,1.5108127104166666,1092.0
OS,OSWD11,4.0,Augustus,2021.0,51.62722,3.9323,-4.05,0.16,0.49,78.57142857,43.0,70.0,0.606873,32.786327,12.808,55.40247,52.718,0.0749,0.0981,19.23277078,2.4405164418808982,3.103359105504587,1714.0
OS,OSWD11,5.0,September,2021.0,51.62722,3.9323,-4.05,0.16,0.49,80.0,20.0,65.0,0.68413,33.672963,13.319821,53.326647,53.278393,0.0256,0.028,18.873925215,1.4082102885798196,1.4381300799676136,342.0
OS,OSWD11,6.0,Oktober,2021.0,51.62722,3.9323,-4.05,0.16,0.49,64.28571429,25.0,61.5,0.6647506666666666,27.653754,13.846533357142857,53.959501,54.309962385714286,0.0211,0.0413,15.674280759999998,1.1697979094774194,2.4628412350295856,1706.0
OS,OSWD11,0.0,April,2022.0,51.62722,3.9323,-4.05,0.16,0.49,100.0,0.0,80.0,0.79,20.06,4.19,164.615464,35.02,0.0,0.0,8.676810975,0.8521568735775861,1.7437000754727796,752.0
OS,OSWD11,1.0,Mei,2022.0,51.62722,3.9323,-4.05,0.16,0.49,90.0,36.0,69.5,0.285705,26.9,5.43,127.811908,39.5,0.0344,0.1244,11.671440484999998,2.513682862400715,2.0834159678992394,780.0
OS,OSWD11,2.0,Juni,2022.0,51.62722,3.9323,-4.05,0.16,0.49,71.66666667,28.0,70.0,0.40428025,29.356556,7.383953,94.764572,43.051628,0.0698,0.1268,16.341176689999998,1.6773075692120551,2.876529517115385,1406.0
OS,OSWD11,3.0,Juli,2022.0,51.62722,3.9323,-4.05,0.16,0.49,51.66666667,28.0,64.0,0.4354416666666666,31.435097,8.332581,84.234246,44.953871,0.0339,0.0679,19.261749795,1.3456917106666666,1.4912923156564737,558.0
OS,OSWD11,4.0,Augustus,2022.0,51.62722,3.9323,-4.05,0.16,0.49,43.33333333,34.0,70.0,0.606873,42.242799,8.639615,81.315431,45.544615,0.009,0.0174,21.25601617,2.272668546058588,2.073056805133033,470.0
OS,OSWD11,5.0,September,2022.0,51.62722,3.9323,-4.05,0.16,0.49,48.33333333,29.0,65.0,0.68413,32.376741,10.994483,64.291189,48.14,0.0812,0.0895,21.374841320000005,2.2301822,1.8275390212835985,4928.0
OS,OSWD11,6.0,Oktober,2022.0,51.62722,3.9323,-4.05,0.16,0.49,48.33333333,28.0,61.5,0.6647506666666666,31.978984,11.813793,59.941795,49.927931,0.0293,0.0639,17.176924794999998,1.9049949400413173,2.8201253837103013,1122.0
OS,ZK 20-21,0.0,April,2020.0,51.608,3.822,-2.5,0.27,0.77,100.0,0.0,80.0,0.211516,22.273914,4.579348,151.0,37.118986,0.0,0.0,10.118634499999995,3.139736403864169,5.6751599454545465,310.0
OS,ZK 20-21,1.0,Mei,2020.0,51.608,3.822,-2.5,0.27,0.77,91.42857143,27.0,73.142857144,0.29478,28.086927,4.932009257142857,151.401956,38.61,0.0131,0.0552,12.376620166666664,4.6241830777777775,3.281220635185185,148.0
OS,ZK 20-21,2.0,Juni,2020.0,51.608,3.822,-2.5,0.27,0.77,94.28571429,37.0,75.428571432,0.563132,31.427676,7.253788,96.421507,44.02803,0.0628,0.1464,15.831950468253968,1.8323456025339788,5.157013769688324,2828.0
OS,ZK 20-21,3.0,Juli,2020.0,51.608,3.822,-2.5,0.27,0.77,91.42857143,27.0,73.142857144,0.5153253333333333,32.106143,7.660625,91.427433,44.79,0.0151,0.0282,18.54677668253968,2.402270482694097,2.7701788049179106,1466.0
OS,ZK 20-21,4.0,Augustus,2020.0,51.608,3.822,-2.5,0.27,0.77,65.71428571,49.0,52.571428568,0.598326,28.829567,10.611087,66.554105,48.92,0.0602,0.0843,20.09401601587301,1.2627990140909948,3.1803837378363475,1240.0
OS,ZK 20-21,5.0,September,2020.0,51.608,3.822,-2.5,0.27,0.77,71.43,45.0,57.144000000000005,0.553921,28.955616,10.967610017959185,69.09566,49.66934448571429,0.0079,0.0167,18.39249341269841,1.7317457444444446,3.0701870219565217,2224.0
OS,ZK 20-21,6.0,Oktober,2020.0,51.608,3.822,-2.5,0.27,0.77,58.57142857,24.0,46.857142856,0.884897,25.272629,11.76439,60.187106,50.72,0.0332,0.0438,12.840697809523808,1.168275907764912,7.658340750000001,2282.0
OS,ZK 20-21,0.0,April,2021.0,51.608,3.822,-2.5,0.27,0.77,100.0,0.0,80.0,0.19,24.48941,4.2353,162.899255,36.5047,0.0,0.0,7.993556184126983,1.7813711783614192,2.458660408460068,888.0
